name,combination,weights,cagr,risk
x190,"('TECB', 'IWY', 'MTUM')","[0.2, 0.2, 0.6]",11.676626425825276,42.30769230769231
x191,"('TECB', 'IWY', 'MTUM')","[0.2, 0.4, 0.4]",13.240536928258507,42.30769230769231
x192,"('TECB', 'IWY', 'MTUM')","[0.2, 0.6, 0.2]",14.735598021801088,40.38461538461539
x193,"('TECB', 'IWY', 'MTUM')","[0.4, 0.2, 0.4]",13.02132790133359,42.30769230769231
x194,"('TECB', 'IWY', 'MTUM')","[0.4, 0.4, 0.2]",14.525803946607008,42.30769230769231
x195,"('TECB', 'IWY', 'MTUM')","[0.6, 0.2, 0.2]",14.31472095522115,44.230769230769226
x196,"('TECB', 'USXF', 'XVV')","[0.2, 0.2, 0.6]",12.217120720480267,36.36363636363637
x197,"('TECB', 'USXF', 'XVV')","[0.2, 0.4, 0.4]",12.420161011660102,36.36363636363637
x198,"('TECB', 'USXF', 'XVV')","[0.2, 0.6, 0.2]",12.622228097807199,36.36363636363637
x199,"('TECB', 'USXF', 'XVV')","[0.4, 0.2, 0.4]",12.014622049033497,36.36363636363637
x200,"('TECB', 'USXF', 'XVV')","[0.4, 0.4, 0.2]",12.218639364284245,36.36363636363637
x201,"('TECB', 'USXF', 'XVV')","[0.6, 0.2, 0.2]",11.811142445117916,40.909090909090914
x202,"('TECB', 'USXF', 'IHAK')","[0.2, 0.2, 0.6]",12.519710258614047,44.680851063829785
x203,"('TECB', 'USXF', 'IHAK')","[0.2, 0.4, 0.4]",13.232180076523026,42.5531914893617
x204,"('TECB', 'USXF', 'IHAK')","[0.2, 0.6, 0.2]",13.931809494247682,40.42553191489361
x205,"('TECB', 'USXF', 'IHAK')","[0.4, 0.2, 0.4]",12.881071965016044,42.5531914893617
x206,"('TECB', 'USXF', 'IHAK')","[0.4, 0.4, 0.2]",13.586990352996997,42.5531914893617
x207,"('TECB', 'USXF', 'IHAK')","[0.6, 0.2, 0.2]",13.23909079175678,42.5531914893617
x208,"('TECB', 'USXF', 'QUAL')","[0.2, 0.2, 0.6]",14.893073155172765,34.04255319148936
x209,"('TECB', 'USXF', 'QUAL')","[0.2, 0.4, 0.4]",14.801969810305815,36.17021276595745
x210,"('TECB', 'USXF', 'QUAL')","[0.2, 0.6, 0.2]",14.710655110248428,38.297872340425535
x211,"('TECB', 'USXF', 'QUAL')","[0.4, 0.2, 0.4]",14.464762375632233,36.17021276595745
x212,"('TECB', 'USXF', 'QUAL')","[0.4, 0.4, 0.2]",14.372659610658545,38.297872340425535
x213,"('TECB', 'USXF', 'QUAL')","[0.6, 0.2, 0.2]",14.03172543188369,38.297872340425535
x214,"('TECB', 'USXF', 'SUSL')","[0.2, 0.2, 0.6]",14.253007140671482,38.297872340425535
x215,"('TECB', 'USXF', 'SUSL')","[0.2, 0.4, 0.4]",14.375427457829915,38.297872340425535
x216,"('TECB', 'USXF', 'SUSL')","[0.2, 0.6, 0.2]",14.497466789717572,38.297872340425535
x217,"('TECB', 'USXF', 'SUSL')","[0.4, 0.2, 0.4]",14.034517483586018,38.297872340425535
x218,"('TECB', 'USXF', 'SUSL')","[0.4, 0.4, 0.2]",14.157621736659443,38.297872340425535
x219,"('TECB', 'USXF', 'SUSL')","[0.6, 0.2, 0.2]",13.814799967194258,42.5531914893617
x220,"('TECB', 'USXF', 'DSI')","[0.2, 0.2, 0.6]",13.901647260569172,38.297872340425535
x221,"('TECB', 'USXF', 'DSI')","[0.2, 0.4, 0.4]",14.142270990431216,38.297872340425535
x222,"('TECB', 'USXF', 'DSI')","[0.2, 0.6, 0.2]",14.381424243702812,38.297872340425535
x223,"('TECB', 'USXF', 'DSI')","[0.4, 0.2, 0.4]",13.799313934460567,40.42553191489361
x224,"('TECB', 'USXF', 'DSI')","[0.4, 0.4, 0.2]",14.040566702767855,38.297872340425535
x225,"('TECB', 'USXF', 'DSI')","[0.6, 0.2, 0.2]",13.696711502920888,40.42553191489361
x226,"('TECB', 'USXF', 'MTUM')","[0.2, 0.2, 0.6]",11.26559467733328,40.42553191489361
x227,"('TECB', 'USXF', 'MTUM')","[0.2, 0.4, 0.4]",12.416062787320413,40.42553191489361
x228,"('TECB', 'USXF', 'MTUM')","[0.2, 0.6, 0.2]",13.533180363790187,38.297872340425535
x229,"('TECB', 'USXF', 'MTUM')","[0.4, 0.2, 0.4]",12.05742148981499,42.5531914893617
x230,"('TECB', 'USXF', 'MTUM')","[0.4, 0.4, 0.2]",13.184796750033211,40.42553191489361
x231,"('TECB', 'USXF', 'MTUM')","[0.6, 0.2, 0.2]",12.83325713362049,44.680851063829785
x232,"('TECB', 'XVV', 'IHAK')","[0.2, 0.2, 0.6]",11.118581609704048,43.18181818181818
x233,"('TECB', 'XVV', 'IHAK')","[0.2, 0.4, 0.4]",11.418884088715231,40.909090909090914
x234,"('TECB', 'XVV', 'IHAK')","[0.2, 0.6, 0.2]",11.717043568894647,38.63636363636363
x235,"('TECB', 'XVV', 'IHAK')","[0.4, 0.2, 0.4]",11.21248038679401,40.909090909090914
x236,"('TECB', 'XVV', 'IHAK')","[0.4, 0.4, 0.2]",11.512110530246499,40.909090909090914
x237,"('TECB', 'XVV', 'IHAK')","[0.6, 0.2, 0.2]",11.30616822395516,40.909090909090914
x238,"('TECB', 'XVV', 'QUAL')","[0.2, 0.2, 0.6]",13.79637129002489,34.090909090909086
x239,"('TECB', 'XVV', 'QUAL')","[0.2, 0.4, 0.4]",13.21024473001593,34.090909090909086
x240,"('TECB', 'XVV', 'QUAL')","[0.2, 0.6, 0.2]",12.61591237600992,36.36363636363637
x241,"('TECB', 'XVV', 'QUAL')","[0.4, 0.2, 0.4]",13.012463724500222,34.090909090909086
x242,"('TECB', 'XVV', 'QUAL')","[0.4, 0.4, 0.2]",12.41532653760833,36.36363636363637
x243,"('TECB', 'XVV', 'QUAL')","[0.6, 0.2, 0.2]",12.213781702472271,38.63636363636363
x244,"('TECB', 'XVV', 'SUSL')","[0.2, 0.2, 0.6]",12.549437802891038,36.36363636363637
x245,"('TECB', 'XVV', 'SUSL')","[0.2, 0.4, 0.4]",12.371415032906818,36.36363636363637
x246,"('TECB', 'XVV', 'SUSL')","[0.2, 0.6, 0.2]",12.192636989543582,36.36363636363637
x247,"('TECB', 'XVV', 'SUSL')","[0.4, 0.2, 0.4]",12.16965941496242,36.36363636363637
x248,"('TECB', 'XVV', 'SUSL')","[0.4, 0.4, 0.2]",11.990020062266925,36.36363636363637
x249,"('TECB', 'XVV', 'SUSL')","[0.6, 0.2, 0.2]",11.786420836915322,40.909090909090914
x250,"('TECB', 'XVV', 'DSI')","[0.2, 0.2, 0.6]",12.03965183164355,36.36363636363637
x251,"('TECB', 'XVV', 'DSI')","[0.2, 0.4, 0.4]",12.0308017587766,36.36363636363637
x252,"('TECB', 'XVV', 'DSI')","[0.2, 0.6, 0.2]",12.021949821177369,36.36363636363637
x253,"('TECB', 'XVV', 'DSI')","[0.4, 0.2, 0.4]",11.827400772136754,36.36363636363637
x254,"('TECB', 'XVV', 'DSI')","[0.4, 0.4, 0.2]",11.81850582812456,36.36363636363637
x255,"('TECB', 'XVV', 'DSI')","[0.6, 0.2, 0.2]",11.614069955184881,40.909090909090914
x256,"('TECB', 'XVV', 'MTUM')","[0.2, 0.2, 0.6]",8.638080006595494,38.63636363636363
x257,"('TECB', 'XVV', 'MTUM')","[0.2, 0.4, 0.4]",9.79399804863692,38.63636363636363
x258,"('TECB', 'XVV', 'MTUM')","[0.2, 0.6, 0.2]",10.918345373932059,36.36363636363637
x259,"('TECB', 'XVV', 'MTUM')","[0.4, 0.2, 0.4]",9.579318383173629,38.63636363636363
x260,"('TECB', 'XVV', 'MTUM')","[0.4, 0.4, 0.2]",10.709439885399608,36.36363636363637
x261,"('TECB', 'XVV', 'MTUM')","[0.6, 0.2, 0.2]",10.499477878967078,43.18181818181818
x262,"('TECB', 'IHAK', 'QUAL')","[0.2, 0.2, 0.6]",13.47418334179995,40.38461538461539
x263,"('TECB', 'IHAK', 'QUAL')","[0.2, 0.4, 0.4]",13.524500349115742,42.30769230769231
x264,"('TECB', 'IHAK', 'QUAL')","[0.2, 0.6, 0.2]",13.574743126723266,42.30769230769231
x265,"('TECB', 'IHAK', 'QUAL')","[0.4, 0.2, 0.4]",13.966892900932958,40.38461538461539
x266,"('TECB', 'IHAK', 'QUAL')","[0.4, 0.4, 0.2]",14.016489126540854,44.230769230769226
x267,"('TECB', 'IHAK', 'QUAL')","[0.6, 0.2, 0.2]",14.452602697641371,42.30769230769231
x268,"('TECB', 'IHAK', 'SUSL')","[0.2, 0.2, 0.6]",12.76151618140502,40.38461538461539
x269,"('TECB', 'IHAK', 'SUSL')","[0.2, 0.4, 0.4]",13.051761761432212,42.30769230769231
x270,"('TECB', 'IHAK', 'SUSL')","[0.2, 0.6, 0.2]",13.339544495630484,44.230769230769226
x271,"('TECB', 'IHAK', 'SUSL')","[0.4, 0.2, 0.4]",13.500298044749526,42.30769230769231
x272,"('TECB', 'IHAK', 'SUSL')","[0.4, 0.4, 0.2]",13.784327719888289,42.30769230769231
x273,"('TECB', 'IHAK', 'SUSL')","[0.6, 0.2, 0.2]",14.223389795405694,42.30769230769231
x274,"('TECB', 'IHAK', 'DSI')","[0.2, 0.2, 0.6]",12.700375214899662,40.38461538461539
x275,"('TECB', 'IHAK', 'DSI')","[0.2, 0.4, 0.4]",13.01136134825327,42.30769230769231
x276,"('TECB', 'IHAK', 'DSI')","[0.2, 0.6, 0.2]",13.319520783621908,44.230769230769226
x277,"('TECB', 'IHAK', 'DSI')","[0.4, 0.2, 0.4]",13.460427774535756,42.30769230769231
x278,"('TECB', 'IHAK', 'DSI')","[0.4, 0.4, 0.2]",13.764563827171816,42.30769230769231
x279,"('TECB', 'IHAK', 'DSI')","[0.6, 0.2, 0.2]",14.203878096563184,42.30769230769231
x280,"('TECB', 'IHAK', 'MTUM')","[0.2, 0.2, 0.6]",10.970030112094008,44.230769230769226
x281,"('TECB', 'IHAK', 'MTUM')","[0.2, 0.4, 0.4]",11.878465664468374,44.230769230769226
x282,"('TECB', 'IHAK', 'MTUM')","[0.2, 0.6, 0.2]",12.762958448736716,44.230769230769226
x283,"('TECB', 'IHAK', 'MTUM')","[0.4, 0.2, 0.4]",12.342733419066466,42.30769230769231
x284,"('TECB', 'IHAK', 'MTUM')","[0.4, 0.4, 0.2]",13.215302318250032,44.230769230769226
x285,"('TECB', 'IHAK', 'MTUM')","[0.6, 0.2, 0.2]",13.661700826689604,42.30769230769231
x286,"('TECB', 'QUAL', 'SUSL')","[0.2, 0.2, 0.6]",12.710054184790586,36.53846153846153
